"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Beaufort County","NC","22.6","20.7333333333333","5.2","19.0666666666666","83.7","1111","0.933333333333333","0.566666666666666","25.1333333333333","7.66666666666666","0.1","1.4","71.8666666666666","65.9666666666666","70.0333333333333","19410","25722","122266","2.41666666666666","42023","9167","4.23333333333333","780.79","1.46666666666666","30.7","487351.666666666","7.03333333333333","52.1","3660","46609","47759","57.7","16715","182783","1361","431","741","305","1013","149","1091"
"Beaufort County","SC","25.4","19.3333333333333","5.53333333333333","38.8","91.8","5739","0.4","1.43333333333333","18.7","11.3","0.1","1.83333333333333","77.4666666666666","67.5666666666666","72.0333333333333","66769","97093","283032","2.48333333333333","61002","12981","9.53333333333333","467.26","3.03333333333333","27.4333333333333","27404.6666666666","6.89999999999999","50.9333333333333","18609","179606","162233","281.5","218867","696823","5549","1835","2943","781","4561","787","4331"
"Beauregard Parish","LA","14.9","24.9","6.89999999999999","15.9333333333333","84.8333333333333","715","1.2","0.7","13.0333333333333","3.66666666666666","0.1","2.56666666666666","82.4666666666666","79.7666666666666","77.0333333333333","13138","15559","105100","2.68333333333333","48659","8775","2.1","922.213333333333","1.13333333333333","28.1333333333333","-1","9.4","48.8","3376","36314","35654","30.8","11659","127883","775","201","449","67","667","75","651"
"Beaver County","OK","18.0666666666666","25.6","5.6","18.5666666666666","83.8","157","2.23333333333333","0.333333333333333","1.06666666666666","23.8333333333333","0.0333333333333333","2.66666666666666","93.7","72.0333333333333","74.7","2064","2669","91200","2.64333333333333","51730","8169","10.7333333333333","636.136666666666","5.96666666666666","28.5333333333333","-1","5.39999999999999","49.8333333333333","277","5342","5636","3.1","-1","12515","169","37","103","23","135","-1","157"
"Beaver County","PA","20.4666666666666","19.5333333333333","5.06666666666666","22.8333333333333","91.7","3029","0.133333333333333","0.533333333333333","6.43333333333333","1.53333333333333","0","1.93333333333333","90.8999999999999","89.6333333333333","73.3","70967","78851","123966","2.33","52079","10433","1.8","2761.17","0.266666666666666","29.1333333333333","1538335.33333333","8.1","51.5333333333333","14482","169000","170539","392.3","63927","530081","3983","1127","2495","149","3673","435","3325"
"Beaver County","UT","13.8333333333333","32.3333333333333","8.23333333333333","18.3666666666666","90.2333333333333","181","2.03333333333333","1.13333333333333","0.4","11.4","0.466666666666666","1.76666666666666","94.2333333333333","84.8","76.5","2168","2971","155732","2.93","49512","7793","7.03333333333333","862.626666666666","3.36666666666666","29.4666666666666","-1","5.46666666666666","48.8666666666666","365","6663","6629","2.6","4007","38513","201","85","81","-1","189","11","171"
"Beaverhead County","MT","20.6333333333333","17.8","4.43333333333333","29.9333333333333","93.7666666666666","303","1.9","0.5","0.4","4.3","0.399999999999999","1.93333333333333","94.8666666666666","91.1","65.3333333333333","4072","5290","187400","2.14666666666666","42142","9465","1.7","2240.14666666666","1.03333333333333","26.3333333333333","2271","4.6","48.8666666666666","899","9353","9246","1.7","6113","41505","449","125","245","-1","415","59","357"
"Becker County","MN","19.9","24.4333333333333","6.26666666666666","22.5333333333333","91.3","951","7.96666666666666","0.5","0.633333333333333","1.96666666666666","0","3.33333333333333","87.5333333333333","86.5666666666666","78.8333333333333","13522","19445","180466","2.42","53570","10575","1.33333333333333","2507.78","0.333333333333333","29.3","151910.333333333","6.83333333333333","49.9666666666666","2993","33899","32504","24.7","19223","153223","1257","363","715","69","1151","173","1013"
"Beckham County","OK","13.1","25.2666666666666","7.6","16.5333333333333","83.1666666666666","585","3.5","1.03333333333333","4.43333333333333","14.2999999999999","0","2.8","88.2333333333333","75.6","62.6666666666666","7697","10030","111732","2.67333333333333","49565","8159","3.8","680.096666666666","2.93333333333333","26.9666666666666","-1","6.03333333333333","46.5","1276","23265","22119","24.5","17309","238457","935","255","527","75","803","91","775"
"Bedford County","PA","21.4666666666666","20.1666666666666","4.96666666666666","13.2999999999999","86.1","1081","0.2","0.333333333333333","0.7","1.16666666666666","0","1","97.8","96.9","79.5666666666666","20094","24165","125700","2.41666666666666","45696","8691","0.733333333333333","1053.67999999999","0.266666666666666","29.8","287649.666666666","8.2","50.1666666666666","4055","48490","49762","49.2","26209","192059","1237","269","755","19","1155","153","989"
"Bedford County","TN","14.6666666666666","25.9333333333333","6.7","13.7333333333333","79.0333333333333","1045","1.2","1.2","8.33333333333333","12.1666666666666","0.2","2","87.1333333333333","77.1","69.5","16610","18875","126766","2.75333333333333","43977","8287","6.8","320.253333333333","3.2","29.0666666666666","373787","7.63333333333333","50.8333333333333","3040","47829","45058","95.1","13411","135861","1145","449","573","117","985","117","975"
"Bedford County","VA","20.2","20.1666666666666","4.46666666666666","26.4","88.3999999999999","1833","0.333333333333333","1.2","7.06666666666666","2.13333333333333","0","1.46666666666666","89.8666666666666","88.0666666666666","84.0333333333333","28593","36199","197566","2.51666666666666","59796","11225","2.1","250.34","0.8","28.3333333333333","-1","8.4","50.7333333333333","6940","77541","68676","91.2","9629","173745","1561","461","863","103","1417","187","1265"
"Bee County","TX","11.8","21.2","5.8","8.43333333333333","72.3333333333333","535","0.866666666666666","0.666666666666666","8.7","58.3","0.1","1.23333333333333","88.4333333333333","32.0666666666666","64.5","8449","10690","78866","2.90666666666666","43986","6111","4.3","667.4","10.9","27.4666666666666","-1","6.3","39.7","2395","32259","31861","36.2","13499","110197","655","191","371","315","303","77","529"
"Belknap County","NH","20.8666666666666","19.1","4.56666666666666","29.5333333333333","91.4666666666666","1921","0.3","1.2","0.766666666666666","1.66666666666666","0","1.43333333333333","96.3666666666666","94.9333333333333","75.2333333333333","25049","38108","222100","2.38","62250","12475","3.13333333333333","722.303333333333","0.433333333333333","29","224431","7.93333333333333","50.7333333333333","6036","61437","60088","150.1","52633","452509","2245","649","1267","67","2069","417","1659"
"Bell County","KY","18.1","21.4","6.23333333333333","10.2666666666666","68.7333333333333","435","0.233333333333333","0.4","2.43333333333333","1.06666666666666","0.1","1.76666666666666","95.1333333333333","94.2666666666666","67.1333333333333","10949","13155","64800","2.45333333333333","26242","5165","0.333333333333333","648.82","-0.5","27.9333333333333","101477.333333333","6.76666666666666","51.1999999999999","1464","26552","28691","79.9","12233","121685","615","219","319","25","547","85","483"
"Bell County","TX","10.3333333333333","27.6666666666666","8.53333333333333","22.8666666666666","90","6625","1.1","3.26666666666666","23.2666666666666","24.2","0.8","4.5","67.0333333333333","47","55.9","110261","137270","130966","2.88333333333333","51668","8891","7.93333333333333","808.493333333333","5.8","24.4666666666666","654159.333333333","6.39999999999999","50.1","45594","342974","310235","295.2","184005","1208683","5877","2347","2797","2189","3319","765","4691"
"Belmont County","OH","19.7333333333333","19","4.83333333333333","15.1666666666666","88.5333333333333","1097","0.2","0.433333333333333","4.2","0.966666666666666","0","1.5","93.6666666666666","92.8","75.2","27527","32181","92500","2.37666666666666","44656","9191","0.933333333333333","868.43","-0.0666666666666667","29.5333333333333","-1","7.53333333333333","48.9666666666666","5701","68473","70400","132.3","37391","347513","1411","485","733","61","1285","187","1123"
"Beltrami County","MN","15.1","25.3","7.5","27.6666666666666","90.7666666666666","949","21.4","0.733333333333333","0.833333333333333","2.2","0.0333333333333333","3.23333333333333","73.8333333333333","72.7666666666666","69.5","16977","21178","152266","2.55666666666666","45207","8471","1.96666666666666","1664.4","0.733333333333333","27","-1","5.8","50.1","3350","45852","44442","17.7","25405","234229","1217","299","705","81","1061","119","999"
"Ben Hill County","GA","16.2333333333333","25.0999999999999","7.23333333333333","10.2666666666666","79.1","343","0.633333333333333","0.833333333333333","36","6.3","0.0333333333333333","1.33333333333333","61.1999999999999","55.9333333333333","62.5333333333333","6220","7949","80932","2.75","29773","5923","2.13333333333333","364.486666666666","1.16666666666666","30.0333333333333","170808.666666666","4.73333333333333","52.6","1029","17374","17634","70.5","5907","66781","491","151","295","119","353","87","377"
"Benewah County","ID","21.7333333333333","22.1666666666666","5.6","14","87.4666666666666","217","8.46666666666666","0.4","0.433333333333333","3.46666666666666","0.1","4.06666666666666","86.6333333333333","84.5333333333333","74.5666666666666","3732","4672","146332","2.44333333333333","41883","7751","1.93333333333333","760.733333333333","0.633333333333333","28.5999999999999","-1","6.66666666666666","49.2","1025","9254","9285","12","-1","25493","237","47","131","7","221","27","199"
"Bennett County","SD","12.6333333333333","33.6666666666666","9.46666666666666","15.8333333333333","78","63","58.9666666666666","0.6","0.5","4.33333333333333","0.0333333333333333","5.3","34.6333333333333","33.2333333333333","55.1","1035","1261","61500","3.26666666666666","40903","5929","0.666666666666666","766.276666666666","2.86666666666666","29.9333333333333","-1","5.1","51.7","190","3414","3431","2.9","521","10781","75","31","25","15","53","-1","67"
"Bennington County","VT","21.9333333333333","19.2","4.66666666666666","33.6","90.4666666666666","1261","0.366666666666666","0.966666666666666","1.13333333333333","1.93333333333333","0.1","1.4","96.1","94.5","71.7333333333333","15156","21025","212400","2.31","52207","11261","2.76666666666666","224.326666666666","0.866666666666666","29.2666666666666","254816","6.06666666666666","51.4333333333333","3001","36745","37125","55","31649","268729","1585","359","909","57","1451","195","1277"
"Benson County","ND","12.9333333333333","34.5333333333333","10.3666666666666","13.1333333333333","84.1","95","54.8","0.333333333333333","0.233333333333333","2.83333333333333","0","2.1","42.5333333333333","41.5666666666666","65.3333333333333","2277","3015","61232","2.96333333333333","40215","7235","0.633333333333333","1135.99","1.8","30.3666666666666","-1","5.43333333333333","48.7","404","6545","6660","4.8","-1","4091","83","25","43","27","47","-1","69"
"Bent County","CO","17.5666666666666","15.9333333333333","3.66666666666666","9.66666666666666","81.2","75","3.33333333333333","1.36666666666666","7.23333333333333","31.9333333333333","0.1","1.8","86.1666666666666","57.6666666666666","62.2","1839","2237","77332","2.19","35194","4641","5.46666666666666","857.426666666666","3.46666666666666","29.5999999999999","-1","5.3","35.6","552","5636","6499","4.3","639","5805","113","35","49","31","65","-1","105"
"Benton County","AR","13.2","26.6666666666666","7.1","30.2666666666666","86.7333333333333","6691","1.9","3.66666666666666","1.96666666666666","16.5","0.5","2.43333333333333","89.5","74.1333333333333","67.9333333333333","87182","102422","159466","2.72666666666666","58463","11479","11.1333333333333","454.84","3.86666666666666","28.0999999999999","-1","6","50.4333333333333","16086","256325","221339","261.2","122253","968655","6311","2135","3091","899","5137","699","5207"
"Benton County","IA","17.5999999999999","23.6","5.86666666666666","19.9","92.6333333333333","595","0.233333333333333","0.333333333333333","0.633333333333333","1.4","0.0333333333333333","1.03333333333333","97.7333333333333","96.5","81.2","10153","11115","140066","2.51666666666666","60355","11099","1","455.35","0.266666666666666","29.0999999999999","55509.6666666666","7.5","50.1999999999999","2004","25646","26076","36.4","-1","65723","717","245","311","-1","689","53","585"
"Benton County","IN","16.8","25.2","6.13333333333333","16.0333333333333","89.2333333333333","199","0.233333333333333","0.266666666666666","1.03333333333333","5.4","0.0333333333333333","1.1","97.3666666666666","92.4333333333333","74.2666666666666","3440","3927","87032","2.51666666666666","48969","8395","1.53333333333333","326.146666666666","0.533333333333333","28","-1","8.53333333333333","50.2333333333333","568","8706","8854","21.8","587","17749","297","69","143","11","277","11","273"
"Benton County","MN","13.7666666666666","24.9333333333333","6.89999999999999","21.4","91.3666666666666","865","0.533333333333333","1.1","3.4","2.26666666666666","0","1.86666666666666","93.0666666666666","91.2","69.3333333333333","15723","16814","163766","2.44333333333333","54038","9943","2.63333333333333","490.353333333333","0.966666666666666","27.9333333333333","227227.333333333","6.96666666666666","49.9333333333333","2697","40130","38451","94.2","15009","170103","1085","389","521","25","1029","99","921"
"Benton County","MO","29.6","17.5","4.13333333333333","11.5333333333333","83.4333333333333","463","0.666666666666666","0.4","0.533333333333333","1.9","0.1","1.53333333333333","96.7666666666666","95.1666666666666","83.2","8109","14097","110100","2.32","35383","8105","0.866666666666666","464.8","0.533333333333333","28","-1","8.96666666666666","49.7666666666666","2251","19002","19056","27.1","-1","60995","599","209","273","17","557","45","509"
"Benton County","MS","18.2666666666666","22.0333333333333","5.36666666666666","10.4333333333333","72.8666666666666","195","0.4","0.1","36.0666666666666","2.53333333333333","0","1.16666666666666","62.2","60.1666666666666","81.3333333333333","3181","4225","80134","2.65666666666666","32792","6879","1.23333333333333","611.88","0.199999999999999","30.3666666666666","-1","10.1333333333333","50.2","436","8080","8729","21.5","-1","8131","175","71","99","73","97","19","151"
"Benton County","OR","15.1333333333333","16.6333333333333","4.06666666666666","51.3666666666666","95.0333333333333","2011","0.9","6.33333333333333","1.13333333333333","7.26666666666666","0.3","3.76666666666666","87.6333333333333","81.3333333333333","57.6666666666666","34162","37773","290766","2.41","53094","11271","9.13333333333333","478.406666666666","4","24.0666666666666","137570","5.86666666666666","49.9","5459","89272","85579","126.6","47599","243679","2229","753","1121","199","1903","221","1821"
"Benton County","TN","22.9666666666666","19.8333333333333","5.1","10.9666666666666","79.8","343","0.6","0.533333333333333","2.53333333333333","2.36666666666666","0","1.46666666666666","94.8","92.7666666666666","78.1666666666666","6850","9041","81932","2.35333333333333","34525","7543","1.56666666666666","346","-0.299999999999999","30.0999999999999","32101","7.4","50.7","1559","16053","16489","41.8","-1","50283","347","125","163","21","307","43","265"
"Benton County","WA","14.0666666666666","26.6666666666666","7.1","29.5666666666666","89.0666666666666","3159","1.3","3.1","1.66666666666666","21.1333333333333","0.233333333333333","3.03333333333333","90.6666666666666","71.3333333333333","68.3333333333333","67823","74413","196400","2.70666666666666","63331","10959","9.9","566.126666666666","6.33333333333333","27.5666666666666","609345.666666666","6.6","49.8333333333333","13977","193280","175177","103","103863","821173","3487","1237","1601","539","2723","327","2913"
"Benzie County","MI","24.9333333333333","18.7","4.3","26.7","91.3","583","1.5","0.366666666666666","0.633333333333333","2.36666666666666","0","1.43333333333333","95.9333333333333","93.9","85.8333333333333","7386","12412","161632","2.33666666666666","50902","9807","1.7","369.186666666666","0.566666666666666","30.0999999999999","-1","7.96666666666666","50.3","1845","17669","17525","54.8","16801","42679","719","227","363","19","687","81","619"
"Bergen County","NJ","16.5666666666666","21.5","5.23333333333333","47.0333333333333","91.7","33959","0.433333333333333","16.5333333333333","7","19.3333333333333","0.1","2","73.9","57.4333333333333","65.3333333333333","336900","357827","457432","2.69666666666666","89576","17069","30","4102.04333333333","12.6666666666666","29.7333333333333","4192526.33333333","10.3666666666666","51.5333333333333","33906","940958","905116","3884.5","672249","6783051","36755","11523","21297","10463","25113","2569","32741"
"Berkeley County","SC","12.9333333333333","24.2","6.66666666666666","22.5333333333333","87.6","4987","0.7","2.56666666666666","24.9666666666666","6.39999999999999","0.166666666666666","2.76666666666666","68.9333333333333","63.6999999999999","70.8333333333333","69220","80966","162100","2.76333333333333","56053","9885","5.73333333333333","1614.09333333333","2.1","27.1333333333333","2087205","8.73333333333333","50.2666666666666","21203","208757","177843","161.8","65315","576853","4325","1541","2383","1147","3035","701","3385"
"Berkeley County","WV","13.8666666666666","23.8","6.16666666666666","20.2666666666666","87","1993","0.3","1.1","7.63333333333333","4.2","0","2.8","88.1666666666666","84.6","75","41705","47581","170732","2.59333333333333","56515","9997","3.5","106.38","1.13333333333333","28.2","288873.666666666","9.53333333333333","50.5666666666666","10381","114355","104169","324.4","42503","313071","2259","831","1159","185","1993","343","1787"
"Berks County","PA","16.4666666666666","22.6666666666666","5.83333333333333","23.1666666666666","85.1","8377","0.833333333333333","1.6","6.93333333333333","19.9666666666666","0.133333333333333","2.43333333333333","88.1","72.9","71.8333333333333","154167","165832","173300","2.6","58022","10523","7.03333333333333","409.81","5.66666666666666","28.2333333333333","3635042.33333333","7.73333333333333","50.8","27134","418743","411442","480.4","182935","1906457","10113","3231","5877","1551","8229","953","8653"
"Berkshire County","MA","21.9","17.5","4.3","31.4","90.8333333333333","3463","0.3","1.5","3.26666666666666","4.43333333333333","0.0333333333333333","2.3","92.5333333333333","88.9666666666666","68.6666666666666","55139","68640","209766","2.22","52042","11871","5.3","861.903333333333","1.96666666666666","28.4333333333333","429640.333333333","5.93333333333333","51.6333333333333","9711","128817","131219","141.6","139553","638835","4245","1291","2385","251","3809","473","3431"
"Bernalillo County","NM","15.1","22.4","6","32.8666666666666","87.9","14057","5.96666666666666","2.76666666666666","3.46666666666666","49.4333333333333","0.166666666666666","3.03333333333333","84.5666666666666","39.5666666666666","63.1333333333333","264655","291068","190966","2.5","50309","10243","10.6333333333333","769.443333333333","9.06666666666666","27.6333333333333","-1","6.8","51","52831","675847","662564","570.8","567525","3182719","16757","6387","8033","6613","9171","1609","14003"
"Berrien County","GA","16.7333333333333","23.6333333333333","6.16666666666666","12.3333333333333","77.5333333333333","379","0.4","0.799999999999999","11.1333333333333","5.16666666666666","0.0333333333333333","1.23333333333333","86.3333333333333","81.9","72.6","7148","8708","82732","2.65","34976","6515","2.8","535.24","1.33333333333333","29.0999999999999","151133.666666666","6.86666666666666","50.7","1271","18520","19286","42.7","3411","42355","397","169","195","41","345","61","315"
"Berrien County","MI","18.6333333333333","22.2","5.9","25.4","88.1666666666666","3357","0.633333333333333","1.96666666666666","15.2","5.33333333333333","0.1","2.4","79.7","75.1333333333333","71.6333333333333","61496","77142","136432","2.46","46019","10287","5.6","572.996666666666","1.86666666666666","27.8333333333333","654263.333333333","5.96666666666666","51.1666666666666","10938","154929","156813","276.2","80577","560367","4463","1443","2383","521","3789","453","3769"
"Bertie County","NC","21.0666666666666","18.3333333333333","4.36666666666666","11.6","74.5333333333333","319","0.566666666666666","0.666666666666666","61.3","1.93333333333333","0.1","1.13333333333333","36.2","35.0333333333333","75","7721","9777","80132","2.48","32354","7647","1.03333333333333","609.576666666666","0.5","29.2666666666666","-1","8.66666666666666","49.6999999999999","1177","19382","21282","30.4","2159","31971","461","155","277","161","283","49","389"
"Bethel Census Area","AK","7.03333333333333","35.9333333333333","10.9666666666666","11.7666666666666","79.9666666666666","221","82.4333333333333","1.06666666666666","0.866666666666666","2.1","0.2","3.96666666666666","11.5","10.8666666666666","62.2","4400","5958","154268","3.87666666666666","52309","6627","1.56666666666666","13902.8466666666","20.2333333333333","28.6333333333333","-1","1.76666666666666","48.3333333333333","817","18134","17013","0.4","-1","54267","373","61","279","253","99","57","295"
"Bexar County","TX","11.6666666666666","25.9","7.1","26.8666666666666","83.1333333333333","50625","1.2","3.03333333333333","8.4","59.7666666666666","0.2","2.26666666666666","84.9","28.5","59.3","615212","687094","136400","2.9","52460","9277","13.1333333333333","700.406666666666","12.5333333333333","27.0999999999999","4922048.66666666","7.86666666666666","50.7333333333333","149496","1907018","1714773","1383.1","1668907","8826861","49317","18343","26643","28559","19095","5217","42123"
"Bibb County","AL","15.4333333333333","20.7666666666666","5.39999999999999","11.5333333333333","78.0333333333333","365","0.433333333333333","0.2","21.8333333333333","2.33333333333333","0.1","1","76.4666666666666","74.4666666666666","77.4666666666666","7025","9072","91266","3.01666666666666","40145","6925","1.3","817.573333333333","0.0999999999999998","29.2333333333333","39162","9.23333333333333","46.1666666666666","1361","22436","22915","36.8","3377","39623","435","83","317","67","349","95","321"
"Bibb County","GA","14.6666666666666","24.8666666666666","7.03333333333333","23.4666666666666","83.6","4395","0.3","2","54.4666666666666","3.3","0.1","1.4","41.7333333333333","39.3333333333333","53.6999999999999","57095","70205","122068","2.59666666666666","38810","8545","3.63333333333333","474.966666666666","1.13333333333333","27","524515.333333333","6.43333333333333","53.0666666666666","10790","155051","155547","622.8","117509","865835","5153","2409","2287","2781","2139","517","4321"
"Bienville Parish","LA","19.9666666666666","22.8","6.16666666666666","11.6666666666666","81.3","263","0.4","0.3","41.7333333333333","1.76666666666666","0","1.46666666666666","56.0666666666666","54.7666666666666","72.1","5716","7796","64032","2.39333333333333","31121","7163","0.3","2649.08333333333","-0.166666666666666","29.5","-1","9.4","52.1666666666666","1016","13585","14353","17.7","-1","22163","319","129","141","105","199","21","283"
"Big Horn County","MT","12.0333333333333","33.5","9.9","16.3666666666666","86.1666666666666","143","65.0666666666666","0.566666666666666","0.4","5.93333333333333","0","3","30.9666666666666","28.5666666666666","66.0666666666666","3498","4683","101566","3.69","43262","6309","1.13333333333333","1836.79333333333","8.9","30.3","-1","5.46666666666666","50.8","658","13230","12865","2.6","5737","33815","223","75","107","45","159","33","167"
"Big Horn County","WY","20.0999999999999","25.0666666666666","6.3","20.4666666666666","89.3","307","1.36666666666666","0.433333333333333","0.866666666666666","9.13333333333333","0","1.46666666666666","95.8","87.7","74.8666666666666","4466","5402","141800","2.59333333333333","52659","8229","2.7","1045.03333333333","1.83333333333333","27.9666666666666","-1","5.46666666666666","49.7666666666666","1003","11794","11668","3.7","-1","30223","397","123","203","19","361","67","307"
"Big Stone County","MN","26.0666666666666","20.9333333333333","6.06666666666666","16.8666666666666","91.2666666666666","133","0.7","0.233333333333333","0.433333333333333","1.43333333333333","-0.333333333333333","0.933333333333333","97.7666666666666","96.5","77.7","2331","3143","93500","2.13333333333333","48841","9819","1.03333333333333","814.82","0.599999999999999","28.4","360.666666666666","5.36666666666666","50.7333333333333","447","5139","5269","10.6","-1","12743","131","21","83","-1","117","-1","109"
"Billings County","ND","19.4333333333333","19.6","6.36666666666666","23.1666666666666","89.1","35","0.466666666666666","3.83333333333333","0.533333333333333","2.06666666666666","0.0666666666666666","0.399999999999999","94.6666666666666","93.1","78.3666666666666","360","542","139066","2.36333333333333","63123","14023","2.96666666666666","661.29","0.566666666666666","31.9666666666666","-1","7.93333333333333","45","66","915","783","0.7","6325","-1","51","-1","9","-1","51","-1","37"
"Bingham County","ID","13.4333333333333","31.2666666666666","8.13333333333333","18.6","86.1333333333333","999","7.43333333333333","0.799999999999999","0.533333333333333","17.8333333333333","0.2","1.83333333333333","89.2666666666666","74.2333333333333","75.4666666666666","14762","16483","143632","3.06666666666666","50451","7685","6.36666666666666","1283.61333333333","4.23333333333333","28.3333333333333","256310.333333333","7.1","49.9333333333333","2667","46175","45607","21.8","-1","85393","1319","339","667","99","1175","103","1155"
"Black Hawk County","IA","15.5","21.5666666666666","6.16666666666666","26.5666666666666","90.1333333333333","2471","0.333333333333333","2.16666666666666","9.23333333333333","4.33333333333333","0.266666666666666","2.3","85.6333333333333","82","67.0333333333333","52484","57412","131566","2.40333333333333","48343","10187","5.33333333333333","664.716666666666","2.4","26","3221829","4.73333333333333","51","8593","132313","131090","231.7","106119","703483","3017","1019","1539","231","2637","319","2465"
"Blackford County","IN","20.5","22.0333333333333","5.86666666666666","11.0333333333333","87.1333333333333","189","0.233333333333333","0.399999999999999","0.666666666666666","1.66666666666666","0","1.46666666666666","97.1333333333333","95.6666666666666","74.9","5204","5998","70466","2.36","40651","8099","1.2","524.626666666666","0.266666666666666","29.2666666666666","85212","7","50.6","1071","12305","12766","77.3","2565","32223","273","47","157","-1","251","13","235"
"Bladen County","NC","20.0666666666666","21.1666666666666","5.03333333333333","12.2666666666666","76.9","591","2.96666666666666","0.3","34.4","7.73333333333333","0","1.56666666666666","60.7333333333333","54.7","69","14050","17750","86300","2.40666666666666","32166","7811","4.39999999999999","891.823333333333","2.03333333333333","29.8","634775","7.93333333333333","52.0333333333333","2166","32975","35190","40.2","8521","66497","729","243","381","157","527","35","615"
"Blaine County","ID","17.3","22.5","5.06666666666666","41.6","89.9666666666666","1243","1.56666666666666","1.06666666666666","0.433333333333333","21.6333333333333","0.166666666666666","1.46666666666666","95.2","75.8333333333333","70.1","8803","15279","392966","2.43666666666666","61594","11213","14.2999999999999","983.196666666666","6.76666666666666","29.5999999999999","19274.3333333333","5.86666666666666","49.4","1381","22412","21376","8.1","46067","99531","1743","493","913","107","1569","123","1501"
"Blaine County","MT","14.7333333333333","29.9666666666666","8.43333333333333","18.2333333333333","88.2333333333333","107","49.5333333333333","0.2","0.266666666666666","2.76666666666666","0","2.63333333333333","47.3666666666666","46.1999999999999","62.9333333333333","2279","2828","82232","2.83666666666666","38527","6417","0.766666666666666","1811.29666666666","1.86666666666666","29.2","1142","4.33333333333333","50.4333333333333","497","6759","6491","1.5","851","15629","143","59","65","43","89","13","117"
"Blaine County","NE","23.5","21.7666666666666","7.46666666666666","18.3333333333333","97.6666666666666","13","0.2","-0.333333333333333","0.266666666666666","0.633333333333333","-0.333333333333333","0.9","98.6333333333333","98","63.3666666666666","237","323","63366","2.31333333333333","45641","8365","0.8","902.283333333333","-0.133333333333333","28.3","-1","5.66666666666666","47.9","46","480","478","0.7","-1","-1","27","-1","19","-1","27","15","11"
"Blaine County","OK","18.6","26.1333333333333","7.73333333333333","16.8333333333333","82.7","231","10.1666666666666","0.4","3.5","10.2333333333333","0.1","4.83333333333333","81.0333333333333","73.2666666666666","72.8","3841","5185","73700","2.14","44734","8615","7.39999999999999","1237.02","3","27.3","-1","7","50.2","697","9523","11943","12.9","1995","29897","277","59","173","15","249","33","225"
"Blair County","PA","19.9666666666666","20.4666666666666","5.36666666666666","19.3666666666666","91.0666666666666","2139","0.133333333333333","0.7","1.93333333333333","1.23333333333333","0","1.36666666666666","95.8","94.8333333333333","71.5333333333333","51663","56384","112200","2.36666666666666","45054","9371","1.2","1225.83333333333","0.0999999999999998","29.0999999999999","705209.666666666","6.13333333333333","51.1333333333333","11612","124911","127089","241.7","66479","762241","2653","719","1441","73","2415","335","2011"
"Blanco County","TX","23.3333333333333","18.7333333333333","4.03333333333333","26.7","88.0333333333333","505","1.33333333333333","0.633333333333333","1.23333333333333","19.1","0.1","1.4","95.2666666666666","77.6333333333333","79","4138","5740","190466","2.59333333333333","55121","12665","7.56666666666666","682.77","3.06666666666666","28.7","8790","8.56666666666666","49.7666666666666","1229","10998","10497","14.8","3829","22891","519","177","231","93","393","49","421"
"Bland County","VA","21.4","16.1333333333333","3.96666666666666","14.5333333333333","85.1333333333333","85","0.133333333333333","0.399999999999999","3.8","0.799999999999999","0","0.866666666666666","94.8333333333333","94.1333333333333","82.1333333333333","2444","3292","101200","2.35333333333333","44269","7505","1.1","118.576666666666","0.133333333333333","29.3666666666666","-1","8.96666666666666","44.8666666666666","602","6507","6824","19.1","761","11279","109","19","83","-1","103","13","75"
"Bleckley County","GA","16.8333333333333","21","5.3","16.1666666666666","82.5333333333333","279","0.133333333333333","1.03333333333333","26.8333333333333","2.8","0","1.2","70.7333333333333","68.5333333333333","72.3","4027","5292","87366","2.83666666666666","40105","6817","1.96666666666666","571.563333333333","0","27.5","-1","7.86666666666666","52.2333333333333","878","12725","13063","60.5","3391","29459","325","105","167","63","241","33","261"
